"modelName","serialNumber","inspectionDate","hoursPerWeek","hourMeterReading","TrackLinkInstalledDate","TrackLinkWornValueLeft","TrackLinkWornValueRight"
"D9R","WDM02588","2017-05-09T14:26:15+0000","40","19489","""2016-03-10T00:00:00+0000""","47","47"
"307C","Bme00513","2018-05-05","40","1994","""""","<0","<0"
"D6KIIXL","WMR00662","2017-05-17T17:26:14-0500","40","654","""2015-07-21T00:00:00-0500""","9","9"
"330CL","DKY01487","2018-01-22","40","","""""","",""
"D6NXL","AKM00619","2017-12-11","40","","""""","52","52"
"324ELN","LDG00453","2018-06-06","40","5757","""2014-05-05""","55","58"
"D6NLGP","DJY00717","2018-06-13","40","9761","""""","47","52"
"349FL","JBZ200883","2018-04-20","40","3581","""""","10","5"
"324EL","PNW00721","2018-03-01","40","9514","""""","37","37"
"D8RLRC","7XM00828","2018-02-20","40","15502","""2015-03-10""","24","22"
"D7RIILGP","ABJ01708","2018-05-10","40","10621","""2017-01-31T05:00:00000Z""","80","72"
"D6NLGP","ALY03083","2017-06-30","40","7220","""""","0","5"
"D6TXWVP","RCW01109","2016-10-24T12:52:52-0500","60","3200","""2015-10-07T00:00:00-0500""","",""
"D6TLGP","ZJB00354","2017-01-13T12:14:00-0600","40","6732.5","""2014-05-08T00:00:00-0500""","63","69"
"D10T","RJG04530","2018-01-15","","33690","""2017-11-03""","",""
"D6RIIXL","CAD00240","2018-04-19","40","1042","""""","56","62"
"D9N","1JD01805","2018-03-05","40","","""1989-08-15""","",""
"D6TLGP","HTZ00677","2017-06-02T00:00:00-0400","140","2443","""2017-06-05T00:00:00Z""","46","46"
"D11R","7PZ01161","2018-01-27","40","17994","""2011-10-17""","24","26"
"320EL","WBK03760","2017-10-20T08:47:01-0500","40","3284","""2017-03-09T00:00:00Z""","41","41"
"D8T","KPZ02028","2018-01-12","40","10784","""2017-04-03T00:00:00-0500""","16","16"
"330BL","6DR01591","2017-10-30T16:07:37-0400","40","14503","""2008-09-30T00:00:00-0400""","7","10"
"390F","FEH10034","2018-01-25","55","823","""2017-08-31""","3","3"
"D6NLGP","ALY00783","2016-04-06T00:00:00Z","40","7859","""2008-11-19T00:00:00-0600""","47","52"
"D6KXL","FBH02090","2017-03-01T00:00:00Z","40","3973","""2011-10-06T00:00:00-0500""","82","80"
"D6RXW","AEP00124","2018-03-19","40","","""2016-06-16T20:00:00-0400""","26","30"
"D10T","RJG00497","2018-03-01","40","","""2006-04-12T00:00:00Z""","58","76"
"336E L","BZY02003","2016-06-01T00:00:00Z","40","3848","""2013-02-06T00:00:00-0500""","20","20"
"D11N","74Z01045","2017-06-12T17:10:50-0400","40","","""2012-02-27T19:00:00-0500""","71","79"
"336DL","J2F01040","2018-02-12","40","","""2012-02-06T00:00:00Z""","31","35"
"D11R","7PZ00470","2017-05-01T10:03:14-0600","40","","""2015-02-09T00:00:00Z""","--",""
"385CL","SBE00332","2017-05-11T17:30:36+0800","126","1771","""""","",""
"336FL","RKB00538","2018-04-26","40","5936","""""","10","14"
"D8T","VIRADOR DE VAGAO 04","2018-05-16","40","","""""","10","10"
"D8T","J8B02507","2018-04-25","112","","""""","36","36"
"D9R","ABK00596","2017-03-23T11:24:27-0400","40","35294","""2011-06-29T00:00:00Z""","118","119"
"D6TLGP","KSB00236","2017-06-27T13:53:38-0500","40","8038","""2016-11-16T18:00:00-0600""","2","2"
"D6TXW","SLJ01026","2018-05-03","40","1512","""""","4","6"
"345CL","PJW02257","2018-06-13","40","12579","""""","48","48"
"D10R","3KR01767","2017-04-10T00:00:00Z","40","1320","""2016-08-31T00:00:00-0500""","62","64"
"D11R","7PZ01297","2017-04-19T00:00:00Z","40","46035","""2013-03-13T00:00:00-0600""","48",""
"D5GXL","WGB01909","2017-09-25","40","9167","""2011-08-22T00:00:00Z""","75","79"
"D9T","RJS01508","2017-03-20T15:43:21-0400","40","16617","""2012-03-15T00:00:00-0400""","23","23"
"307C","BCM01033","2017-12-08","40","10160","""""","83","86"
"953C","BBX03541","2017-07-12T16:17:57-0400","40","9897","""2017-07-12T00:00:00Z""","38","30"
"D8T","MLN01912","2017-08-11T10:31:31-0400","40","9766","""2017-05-02T04:00:00000Z""","28","36"
"D8T","J8B04767","2018-06-04","48","6603.9","""2015-01-08""","53","58"
"320N","9WG00577","2017-11-28","70","","""""","46","55"
"326FL","WGL00807","2017-09-18T12:23:10-0400","40","1824","""2016-03-30T00:00:00-0400""","12","17"
"D6TLGP","ZjB01657","2017-04-25","40","7257","""2016-04-29T00:00:00-0400""","54","58"
"D10T","RJG00376","2018-02-15","40","15800","""""","41","42"
"D6KIILGP","RST00630","2017-08-14T09:55:20-0400","40","1544","""2014-04-17T00:00:00-0400""","15","12"
"D11T","TPB00160","2018-03-09","40","24720","""2017-02-13T19:00:00-0500""","32","11"
"D11T","GEB00226","2017-05-23T00:00:00-0600","40","8630","""2017-03-01T00:00:00Z""","38","38"
"D8T","Kpz03335","2018-05-23","40","19730.4","""""","116","115"
"D11R","7PZ01697","2017-05-26T13:39:52-0600","40","42531","""2017-05-15T00:00:00-0600""","0","3"
"345DL","EEH00236","2017-04-14T00:00:00Z","40","7852","""2008-06-10T00:00:00-0400""","25","22"
"D11RCD","AAF00286","2018-03-14","40","26974","""""","111","120"
"324DL","DFP00912","2018-04-24","40","23774","""""","32","32"
"D10N","3SK00974","2018-04-21","70","","""2012-10-01T00:00:00Z""","86","84"
"D5KIIXL","KWW00990","2017-11-21T09:49:45-0500","40","5551","""2014-10-22T00:00:00-0400""","68","68"
"D8T","KPZ00815","2017-08-31T07:53:01-0600","40","2915","""2017-06-06T06:00:00000Z""","17","17"
"330CL","DKY01771","2017-04-05","40","9044","""""","<0","14"
"349EL","TFG00277","2017-10-17T11:00:06-0700","40","5024","""2011-07-27T00:00:00-0700""","15","18"
"D6TXL","KMR00345","2017-07-06","40","3706","""""",">120",">120"
"D8RLRC","7XM03944","2018-03-06","40","1885","""""","<0","<0"
"336DL","J2F00239","2017-01-26T00:00:00Z","40","14332","""2012-04-04T00:00:00Z""","48","52"
"D6TLGP","ZJB00515","2017-09-13T15:40:01-0400","","3434.0","""2012-05-15T00:00:00Z""","37","35"
"336DL","M4T01076","2018-04-18","40","16215","""""","63","74"
"336EL","BZY02284","2017-02-01T19:12:39-0500","40","7161","""2013-04-01T00:00:00Z""","39",""
"D4GXL","HYD01921","2016-11-07T09:19:22-0500","40","7552","""2014-03-04T00:00:00-0500""","40",""
"963D","LCS01610","2018-01-15","40","5462","""""","86","84"
"D11T","AMA00549","2018-02-06","40","","""2014-02-16""","<0","<0"
"D5KLGP","YYY00442","2018-02-19","40","10591","""""","18","21"
"D10T","RJG00632","2018-02-01","40","24163","""2017-10-23T05:00:00000Z""","",""
"D4CIIIXL","8CS00420","2018-05-22","","9802","""""","28","28"
"D10T","RJG01542","2017-10-13T00:00:00Z","40","54675","""2008-05-26T00:00:00Z""","36","35"
"329D","MNB00456","2017-12-14","40","59125","""""","16","12"
"D6NLGP","ALY02281","2017-09-27","40","16409","""2014-05-12T00:00:00Z""","40","40"
"D6TXL","GCT02355","2016-11-29T15:06:20-0300","40","2511","""2014-04-04T00:00:00Z""","31","37"
"330DL","MWP01954","2017-05-02T17:59:11-0500","40","10082.9","""2016-05-25T00:00:00Z""","41","41"
"D5KIILGP","KYY01764","2018-03-05","40","1267","""""","34","34"
"322CL","HEK01167","2018-01-23","10","5008","""""","48","32"
"D6NLGP","MG500313","2018-01-09","40","3362","""""","20","27"
"D9T","RJS00836","2017-09-20T13:41:21-0500","40","59796","""2017-07-18T00:00:00-0500""","29","27"
"329EL","PLW00775","2018-02-21","40","8395","""""","24","24"
"D6RLGP","ADE00565","2017-07-18T00:00:00Z","40","27132","""2004-05-14T00:00:00Z""","10","8"
"D4KIIXL","KMM00180","2017-12-18","40","1972.6","""""","48","40"
"D4KIIXL","KMM00180","2017-12-18","40","1972.6","""""","32","40"
"D4KIIXL","KMM00180","2017-12-18","40","1972.6","""""","52","44"
"D4KIIXL","KMM00180","2017-12-18","40","1972.6","""""","32","44"
"D65E","XXXX45532","2016-11-29T16:03:03-0500","30","1416","""2006-11-01T00:00:00-0500""","--","--"
"D11T","GEB00229","2017-11-07T13:06:02-0700","","47374","""2017-08-31T06:00:00000Z""","20","22"
"329DL","BYS03082","2018-02-09","40","1780","""2015-06-03""","24","28"
"336EL","BZY01075","2017-02-09T11:10:06-0500","40","3451","""2012-05-17T00:00:00-0400""","24","20"
"D8T","J8B05138","2018-06-01","53.06","1993","""2016-02-15""","10","8"
"D5KIILGP","KY202486","2017-07-10","40","2390","""""","85","85"
"D5H","8RC01210","2018-01-22","40","72","""""","",""
"D6TLGPVP","KJL01228","2018-05-03","40","97046","""""","48","38"
"270HEX","901224001","2018-05-03","20","5656","""""","0","10"
"D11T","GEB00189","2018-05-16","46.93","36752","""2017-12-01""","73","81"
"D6TXWVPAT","JNM00372","2018-04-05","40","1610","""2017-10-27""","78","72"
"521","F7B00377","2017-06-29","40","987","""2016-11-07T00:00:00Z""","17","14"
"D4KIIXL","JKMM00213","2018-03-07","40","510","""2017-01-01""","<0","<0"
"650G","829176","2017-10-10","30","2011","""""","35","42"
"D4KIIXL","KMM00340","2017-07-31T00:00:00-0500","40","6949","""2013-09-18T00:00:00-0500""","75","71"
"D3KIILGP","KL200219","2018-04-04","40","3995","""2015-07-27T00:00:00Z""","80","80"
"D7RII","AEC02193","2017-09-28T17:22:03-0500","40","12000","""2017-09-05T00:00:00Z""","74","74"
"D6RIIXL","AAX00136","2017-11-28T17:34:58-0600","40","10003","""2006-04-10T00:00:00Z""","38","38"
"D6NLGP","PBA02369","2017-05-25T08:39:55-0400","40","2984","""2016-02-18T00:00:00-0500""","54","50"
"D9R","WDM02313","2018-03-14","40","3067","""2018-02-15""","14","8"
"225","051u00303","2018-04-05","40","","""""","84","84"
"D10T","RJG01575","2017-12-25T14:34:57-0500","40","39159","""2016-12-02T00:00:00Z""","75","72"
"D10T","RJG04447","2017-08-21T00:00:00Z","40","27515.3","""2017-08-04T00:00:00-0500""","1","1"
"235C","5AF00381","2017-08-14T17:30:27-0400","40","15711","""2008-08-13T00:00:00-0400""","32","32"
"336F","RKB01759","2017-06-22T00:00:00-0300","40","3514","""2016-03-08T00:00:00-0400""","49","49"
"D6TLGP","HTZ00328","2017-10-12T08:11:18-0400","40","5106","""2016-11-02T00:00:00Z""","50","42"
"D10N","2YD02175","2017-10-21T00:00:00Z","108","24800","""2016-05-20T00:00:00+0200""","26","26"
"953","5Z00589","2017-12-19","40","6947","""""","",""
"D7RII","BRM00904","2017-04-27T00:00:00Z","40","11266","""2017-04-08T00:00:00Z""","<0","<0"
"D11R","7PZ01300","2017-06-20T00:00:00-0600","40","79556","""2016-09-01T00:00:00Z""","52","60"
"D8T","MLN00384","2017-09-27T10:00:19-0500","","13721","""2017-03-14T00:00:00-0500""","--","--"
"D7R","AEC01699","2018-04-23","40","16801.3","""2017-11-01""","4","6"
"330CL","DKY03381","2017-09-17T09:11:13-0400","40","21723","""2011-09-07T00:00:00-0400""","24","27"
"D10T","RJG01650","2018-06-15","119.47","44760","""2018-03-10""","30","32"
"D5GXL","WGB01166","2018-06-04","8.93","8804","""""","4","8"
"336E L","BZY01544","2016-02-04T14:25:54+00:00","40","3362","""2013-04-15T00:00:00-0400""","24","17"
"D8R","6YZ00614","2018-01-25","40","34611","""""","90","87"
"D6NLGP","GHS01407","2018-04-23","40","4737","""2012-06-06""","57","55"
"D6NXL","PER00582","2017-08-10T00:00:00Z","40","4070","""2013-01-18T00:00:00Z""","47",""
"D6TLGP","Kjl00500","2018-04-20","40","","""""","20","20"
"HP1250","112233","2018-01-29","40","12445","""2016-06-15""","59","92"
"D10R","3KR01565","2018-02-12","40","35088","""2016-01-01""","77","82"
"325DFMLLA","C9M01661","2018-03-08","40","","""""","",""
"329DL","MNB01680","2018-03-17","100","15296","""2016-06-23""","36","36"
"D5GLGP","FDW00933","2017-11-17T08:21:45-0800","40","4931","""2012-11-01T00:00:00-0700""","57","60"
"D6KXL","FBH02667","2017-06-16T13:03:10-0600","40","2001","""2012-07-20T00:00:00Z""","30","30"
"D6TLGPVP","RAD00819","2018-03-20","40","3465","""2016-02-02""","46","48"
"D5KIILGP","KY200591","2018-05-17","40","1423","""""","24","12"
"D10T","RJG00121","2018-04-25","40","","""2012-04-16T00:00:00Z""","42","34"
"D6TLGPVP","KJL00432","2017-06-21T09:50:28-0400","30","11792","""2016-07-31T20:00:00-0400""","","4"
"D10R","AKT00730","2017-12-11","70","","""""","43","38"
"324EL","PNW00356","2017-06-28T00:00:00Z","40","5996","""2012-06-27T00:00:00Z""","27","27"
"374FL","MFL00236","2018-03-21","100","5695.4","""2016-08-15""","27","27"
"D10T","RJG00722","2017-04-03T14:37:39+1000","","","""2017-04-03T14:18:35+1000""","50",""
"D10T","RJG00722","2017-04-03T14:37:39+1000","","","""2017-04-03T14:18:35+1000""","50",""
"D10T","RJG00722","2017-04-03T14:37:39+1000","","","""2017-04-03T14:18:35+1000""","",""
"D10T","RJG00722","2017-04-03T14:37:39+1000","","","""2017-04-03T14:18:35+1000""","",""
"D4HIIIXL","8PJ00281","2017-05-18T14:29:41-0400","30","7485","""2013-12-17T00:00:00-0500""","9","10"
"349EL","KFX00284","2018-01-22","40","2500","""2016-01-01""","<0",""
"323D2L","FLC00208","2017-11-23","40","2108","""2016-09-09T00:00:00+0200""","13","16"
"323D2L","FLC00208","2017-11-23","40","2108","""2016-09-09T00:00:00+0200""","",""
"323D2L","FLC00208","2017-11-23","40","2108","""2016-09-09T00:00:00+0200""","",""
"323D2L","FLC00208","2017-11-23","40","2108","""2016-09-09T00:00:00+0200""","",""
"323D2L","FLC00208","2017-11-23","40","2108","""2016-09-09T00:00:00+0200""","",""
"D7E","TAN01392","2018-05-31","40","3074","""2015-03-12""","72","70"
"D11N","4HK00583","2017-11-13","40","5630","""2014-05-29T00:00:00Z""","12","20"
"750KLGP","226956","2017-09-14T09:59:39-0500","40","5681","""2015-02-17T00:00:00-0600""","",""
"320CL","PAB05955","2017-12-13","40","3772","""2006-04-10""","37","32"
"D5NXL","AGG00622","2017-09-08T15:27:47-1000","40","6136","""2014-09-17T00:00:00-1000""","3","3"
"D11T","GEB00383","2017-02-16T09:37:10+0800","40","29568","""2008-05-07T00:00:00Z""","77","54"
"D10T","RJG02028","2017-10-27T00:00:00Z","40","48171","""2009-06-03T00:00:00Z""","5","5"
"D6T","PEZ00732","2018-01-11","40","11101","""2016-12-04""","36","36"
"D11T","GEB00613","2018-06-21","39.66","26155.0","""2010-07-10T00:00:00Z""","50","42"
"D6D","75W03184","2017-01-09T16:24:42-0500","40","4577","""2006-01-01T00:00:00-0500""","43","37"
"D6NLGP","PBA00446","2016-12-12T10:29:45-0600","40","5663.3","""2016-03-17T00:00:00-0500""","12","12"
"D8T","J8B04686","2017-12-21","40","16162","""2016-03-30""","54","54"
"308CCR","KCX01627","2018-05-16","26.28","9496","""""",">120",">120"
"D7RII","BRM00900","2017-09-29T09:34:57-0500","40","34254","""2011-02-18T00:00:00Z""","2","1"
"D10T","RJG02972","2018-01-03","40","8000","""""","46","20"
"D5NLGP","AKD01156","2018-05-24","40","4147","""""","6","6"
"D5GLGP","RKG02564","2018-06-14","2","2050","""2006-06-09""","33","33"
"D4KIILGP","KRR00600","2017-12-21","40","2690","""""","14","14"
"963D","LCS00327","2017-02-06T00:00:00-0600","40","5176","""2007-01-01T00:00:00-0600""","61","61"
"320EL","WBK02630","2018-04-10","40","7850","""""","5","5"
"D6TLGP","Zjb01538","2018-06-21","40","","""""","",""
"D11R","7PZ00498","2018-04-24","","16548","""2017-12-01""","46","48"
"D7ELGP","TJA01194","2017-12-20","40","2182","""""","24","24"
"953B","5MK02698","2018-05-22","40","13245","""""","50","50"
"D11N","4HK00463","2018-05-23","40","137381","""""","",""
"320D","A8F00787","2017-06-12T00:00:00-0500","40","11708","""2016-02-06T00:00:00-0500""","27","18"
"D6D","04X10342","2017-06-09T12:48:11-0500","40","","""2014-06-16T00:00:00-0500""","<0","<0"
"D6TLGP","HTZ00613","2018-05-10","40","5040","""2017-09-13T00:00:00-0500""","60","54"
"D10T","RJG01050","2018-01-04","50","13656","""2017-06-17T00:00:00Z""","6","6"
"D3GXL","BYR01213","2017-03-13T11:34:31-0400","40","","""2013-03-26T00:00:00Z""","29","29"
"D11R","AAF00167","2018-01-19","120","97885","""2016-08-03T00:00:00Z""","32","34"
"308E","GBJ01305","2017-11-14T15:19:16-0600","40","5575","""2013-10-15T00:00:00-0500""","","--"
"D6NLGP","0GHS01356","2018-04-25","40","4187","""""","",""
"D11T","GEB00615","2017-05-10T16:29:58-0600","40","42525.3","""2016-04-16T00:00:00Z""","<0","<0"
"D8T","KPZ03021","2017-11-28T09:15:25-0500","40","8462","""2012-06-25T00:00:00Z""","30","30"
"D6KLGP","DHA02116","2017-04-28T15:09:50-0400","40","3910","""2014-04-01T00:00:00-0400""","50","50"
"D6NLGP","SGG00118","2018-04-19","40","2073","""2016-01-20T00:00:00-0500""","57","68"
"320E","WBK01746","2017-08-01T15:12:04-0400","40","6456","""2013-03-28T00:00:00-0400""","11","16"
"D8T","KPZ02026 ","2018-01-22","40","5800","""2016-07-24""","42","46"
"D6TLGP","ZJB01661","2017-07-12T13:57:24-0400","40","7074","""2016-04-30T00:00:00Z""","38","30"
"324E","PNW01532","2017-09-21T08:18:39-0500","40","4610","""2017-06-06T19:00:00-0500""","18","18"
"D6TLGP","ZJB01638","2017-10-04T12:38:27-0500","40","3807","""2014-12-18T00:00:00Z""","93","91"
"322CFMST","BPH00215","2017-03-13T07:37:47-0700","40","17153","""2007-03-15T00:00:00Z""","4","13"
"330BL","6DR04660","2018-06-18","19.36","19603","""""","17","17"
"D7ELGP","TJA00444","2017-08-04T00:00:00Z","40","11070","""2017-05-15T00:00:00-0700""","4","2"
"336D2L","ZCT00545","2017-04-27T14:42:47-0500","40","9877","""2015-04-16T00:00:00-0500""","38","34"
"D8T","FMC00438","2018-03-16","40","","""""","",""
"D5GLGP","FDW00515","2018-04-05","40","","""""","<0","<0"
"D5GXL","WGB04172","2017-06-07T13:07:07-0400","40","823","""2010-02-05T00:00:00Z""","61","65"
"D8T","FCT01167","2018-03-14","40","4834","""""","55","58"
"D8T","J8B0003","2017-06-01T09:00:33-0500","40","500","""2016-05-09T00:00:00Z""","85","--"
"D8T","MLNO1919","2017-01-27T00:00:00-0500","40","5138","""2014-12-17T00:00:00-0500""","103","104"
"336EL","W3K00464","2017-07-06","40","12233","""""","41","48"
"336EL","W3K00464","2017-07-06","40","12233","""""","",""
"336EL","W3K00464","2017-07-06","40","12233","""""","",""
"D11T","AMA00278","2017-12-01","40","21494","""""","",""
"D5KIILGP","KYY01062","2018-03-13","40","2302","""2014-05-09""","30","24"
"D8T","KPZ02670","2017-12-04T00:00:00-0500","40","22629","""2017-01-04T00:00:00-0500""","68","70"
"D6KIIXL","WMR00461","2018-03-27","40","4400","""""","93","98"
"336DL","M4T01953","2017-02-18T00:00:00Z","40","6688","""2012-09-12T00:00:00Z""","13","10"
"336D2L","ZCT00948","2017-08-20T07:31:23-0500","90","6311","""2014-11-02T00:00:00Z""","18","47"
"D6TXL","GCT00963","2018-04-30","70","20518.6","""2015-06-15T00:00:00-0500""","22","34"
"D6NXL","DJA01143","2017-05-01T00:00:00-0400","40","7879","""2014-04-11T00:00:00Z""","23","26"
"D6TXW","RCW00205","2017-09-13T12:48:51-0400","40","7704","""2015-09-01T00:00:00-0400""","52","<0"
"D6D","9FK00563","2017-03-21T11:46:36-0500","40","16085","""2015-10-10T00:00:00-0500""","38","48"
"D4KIILGP","KRR00243","2018-02-07","40","2053","""""","49","49"
"349D","Bz200586","2018-05-25","40","2941","""2017-01-01""","25","25"
"D6NLGP","Mg500255","2018-04-17","40","3849.6","""""","70","73"
"973","86G03474","2017-08-24T21:41:20-0400","40","13100","""2013-04-09T00:00:00-0400""","43","52"
"D8T","J8B00443","2017-06-01","40","9172","""2009-01-15T00:00:00Z""","61","58"
"336DL","W3K01019","2018-02-22","40","11200","""""","42","45"
"D5KXL","WWW00692","2018-03-12","40","8932","""""","18","18"
"D6T","SMC01829","2018-03-15","40","947","""""","8","6"
"D6TLGP","ZJB01138","2018-04-18","40","","""""","56","46"
"D6TXW","JNM00365","2018-03-12","40","","""2017-08-09T00:00:00-0400""","",""
"963D","CS02182","2017-05-03","40","4090","""""","100",""
"963D","CS02182","2017-05-03","40","4090","""""","95","91"
"963D","CS02182","2017-05-03","40","4090","""""","","98"
"315BL","3AW01171","2018-04-18","40","13283","""1998-11-17T00:00:00Z""","9","9"
"315","3AW01120","2018-05-14","40","","""""","",""
"D6NXL","LJR01171","2018-06-15","36.06","6541","""2016-03-21T00:00:00Z""","40","40"
"D11T","JEL00242","2018-04-03","40","24299.6","""""","69","68"
"D11N","74Z00240","2018-03-26","40","97544","""2011-09-30T00:00:00Z""","30","39"
"336EL","FJH01419","2018-03-23","40","3352","""2014-04-15""","17","14"
"D11T","GEB00268","2018-06-06","115.62","47573.1","""2016-04-22T00:00:00Z""","55","70"
"330FL","MBX00198","2017-06-09","40","65","""2017-03-15T00:00:00-0500""","27","<0"
"D5KIILGP","KY203528","2018-03-22","40","28","""""","0","0"
"D6NXL","0AKM0544","2018-04-26","40","3372","""""","57","57"
"320DLRR","XCK00498","2018-01-12","40","3155","""""","14","23"
"200HEX","1FF210GXVFF523499","2017-11-16T11:55:15-0500","40","2324","""2017-06-08T20:00:00-0400""","24","16"
"329DL","DJF01272","2018-03-13","40","3037","""""","24","24"
"D6MLGPFTC","PER00334","2018-06-18","40","1875","""2018-01-01""","10","15"
